,blueWins,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueTotalExperience
5679,1,3,7,3,1,1,0,0,15199,17382
5680,0,6,9,9,0,0,0,0,16240,18554
5681,0,7,8,10,1,1,0,0,15719,16209
5682,1,8,10,15,1,1,0,0,17231,17898
5683,1,10,4,12,1,1,0,0,18945,18620
5684,1,8,5,9,1,1,0,0,16779,18171
5685,1,7,3,4,1,0,1,0,17993,20973
5686,0,8,9,5,1,0,1,0,15782,16191
5687,1,10,5,8,1,1,0,0,17910,20300
5688,0,7,7,4,0,0,0,0,17319,18310
5689,1,7,0,4,2,1,1,0,17788,19185
5690,1,7,6,14,1,1,0,0,16304,15338
5691,0,3,4,1,1,0,1,0,15438,19325
5692,1,12,7,9,0,0,0,0,18879,19472
5693,1,7,5,10,0,0,0,0,16987,18078
5694,1,6,5,2,0,0,0,0,15740,18504
5695,0,4,8,5,1,1,0,0,15375,18057
5696,0,7,13,8,0,0,0,0,16658,17588
5697,1,10,3,8,0,0,0,0,18130,18640
5698,0,1,2,1,1,1,0,0,13486,16382
5699,0,0,6,0,0,0,0,0,13421,17265
5700,0,5,11,7,1,1,0,0,14587,14862
5701,0,4,4,5,0,0,0,0,15741,18215
5702,0,8,5,9,0,0,0,0,18098,19504
5703,1,9,3,9,1,1,0,1,18695,19263
5704,0,4,8,6,0,0,0,0,15549,18169
5705,1,10,3,13,1,1,0,0,17951,18502
5706,0,12,3,11,1,1,0,0,18428,18214
5707,1,8,2,4,1,1,0,0,16466,18740
5708,1,7,1,8,1,1,0,0,17056,18608
5709,1,9,6,7,1,1,0,0,18017,19071
5710,1,17,10,21,0,0,0,1,22745,17394
5711,0,1,7,2,0,0,0,0,13998,17086
5712,0,9,7,7,0,0,0,0,18012,19569
5713,0,5,3,6,0,0,0,0,15840,17440
5714,1,6,4,12,2,1,1,0,17784,17328
5715,1,8,4,12,2,1,1,0,18167,18502
5716,1,10,1,15,1,1,0,0,18795,20241
5717,1,8,5,15,2,1,1,0,17999,19381
5718,1,7,5,5,1,1,0,0,17381,19539
5719,0,2,10,2,0,0,0,0,14194,14858
5720,0,5,4,6,0,0,0,0,15732,16582
5721,1,11,6,10,0,0,0,0,18335,17921
5722,1,9,8,12,1,0,1,0,17785,17509
5723,1,8,4,11,1,1,0,0,16911,19106
5724,1,16,6,16,0,0,0,0,21442,20440
5725,0,3,4,2,0,0,0,0,14652,18395
5726,1,5,8,6,0,0,0,0,16936,17513
5727,0,6,9,6,0,0,0,0,15821,17419
5728,1,7,4,8,1,1,0,0,17863,19967
5729,1,16,7,16,1,1,0,1,20300,19812
5730,0,5,6,3,0,0,0,0,15964,19695
5731,0,11,9,10,1,1,0,0,18172,17184
5732,0,6,13,5,0,0,0,0,15662,16109
5733,0,0,10,0,0,0,0,0,12863,16182
5734,1,11,9,13,1,1,0,0,19236,20585
5735,0,4,9,5,0,0,0,0,16500,18352
5736,1,2,5,2,0,0,0,0,15292,17578
5737,1,11,4,10,0,0,0,1,19677,17356
5738,0,5,10,4,0,0,0,0,15660,18016
5739,1,4,12,3,0,0,0,0,15639,17326
5740,1,5,5,6,2,1,1,0,16746,18699
5741,1,5,10,1,0,0,0,0,15042,16868
5742,0,1,3,2,0,0,0,0,13496,16421
5743,0,8,9,9,2,1,1,0,17421,17858
5744,0,5,11,6,0,0,0,0,15696,16453
5745,0,3,5,1,1,1,0,0,15577,17552
5746,1,8,9,10,1,0,1,0,17563,18068
5747,0,5,4,4,0,0,0,0,15387,16280
5748,0,2,7,2,0,0,0,0,14612,16340
5749,0,8,7,8,2,1,1,0,17898,19411
5750,1,9,9,11,1,1,0,0,18376,18388
5751,0,8,4,6,0,0,0,0,17235,18992
5752,0,2,6,1,0,0,0,0,13736,16381
5753,0,10,7,10,0,0,0,0,16818,16676
5754,1,14,8,15,0,0,0,1,19950,18520
5755,0,8,4,5,0,0,0,0,16840,18528
5756,0,3,12,6,0,0,0,0,13961,14440
5757,0,4,8,6,2,1,1,0,15404,16706
5758,1,5,4,4,1,1,0,0,15481,17409
5759,1,6,2,9,1,1,0,0,16751,18674
5760,1,9,6,10,1,1,0,0,18447,20232
5761,1,7,7,8,0,0,0,0,16983,17858
5762,0,2,6,2,1,1,0,0,14596,17298
5763,1,5,2,6,0,0,0,0,16622,19176
5764,1,6,8,7,0,0,0,0,16730,17780
5765,0,8,4,9,0,0,0,0,18073,21032
5766,1,9,4,9,1,0,1,0,18622,18509
5767,0,9,4,2,2,1,1,0,16730,19072
5768,1,7,10,8,0,0,0,0,15724,15533
5769,0,5,10,7,0,0,0,0,16161,16954
5770,0,4,4,3,0,0,0,0,16175,17305
5771,0,3,7,3,0,0,0,0,15355,17119
5772,1,10,4,13,0,0,0,0,18504,19016
5773,0,8,9,11,1,0,1,0,17147,17510
5774,1,1,2,1,2,1,1,1,16616,19052
5775,1,7,2,6,1,1,0,0,15471,19583
5776,0,7,9,6,0,0,0,0,17075,18691
5777,0,2,10,2,1,0,1,0,14519,17122
5778,1,8,4,14,1,1,0,0,18664,20054
5779,0,5,6,4,0,0,0,0,14768,17244
5780,1,4,7,3,1,1,0,0,15859,18955
5781,0,12,8,10,0,0,0,0,19432,19488
5782,1,3,7,2,0,0,0,0,15412,17502
5783,0,4,6,3,0,0,0,0,15306,17560
5784,0,5,10,4,0,0,0,0,16377,17958
5785,1,8,6,8,1,1,0,0,16563,18469
5786,1,10,4,11,1,0,1,0,18879,19552
5787,0,5,12,6,0,0,0,0,14656,15475
5788,0,1,8,1,0,0,0,0,13129,16126
5789,1,5,2,10,2,1,1,0,16256,17985
5790,0,3,4,4,0,0,0,0,15179,17410
5791,1,6,3,5,0,0,0,0,17384,18045
5792,1,12,3,16,1,1,0,0,18280,19206
5793,0,9,7,8,1,0,1,1,18253,19481
5794,0,1,2,1,1,1,0,0,14722,18209
5795,1,8,7,9,0,0,0,0,18593,20037
5796,1,8,7,9,1,1,0,0,17345,18944
5797,0,9,2,11,1,1,0,0,18804,19826
5798,1,3,5,5,1,1,0,0,15597,18348
5799,1,7,5,10,1,1,0,0,16460,17623
5800,0,3,1,4,1,0,1,0,16156,18605
5801,1,7,3,8,1,0,1,0,16463,17675
5802,1,7,5,5,1,1,0,0,17541,19979
5803,0,5,10,6,1,0,1,0,15020,16196
5804,1,4,6,2,0,0,0,0,14687,16647
5805,0,4,6,6,0,0,0,0,15502,16609
5806,1,6,2,1,0,0,0,0,17413,19603
5807,0,3,4,5,1,1,0,0,16001,18372
5808,0,4,7,2,1,0,1,1,17040,18774
5809,0,4,7,5,1,1,0,0,15920,17523
5810,1,9,8,11,2,1,1,0,17408,17809
5811,0,5,7,5,0,0,0,0,16394,18234
5812,0,2,5,0,0,0,0,0,13408,16175
5813,1,8,9,7,0,0,0,0,17697,16356
5814,1,5,12,4,1,1,0,0,15708,17799
5815,1,11,11,12,0,0,0,0,18409,17925
5816,0,1,13,1,0,0,0,0,12622,13759
5817,1,9,3,9,0,0,0,0,17503,18043
5818,1,7,8,7,1,0,1,0,16936,18077
5819,0,3,5,3,0,0,0,0,14622,18174
5820,1,6,6,3,0,0,0,0,16266,17825
5821,0,3,4,9,1,1,0,0,15240,17456
5822,1,5,7,3,1,0,1,0,16911,18891
5823,0,1,9,1,1,0,1,0,14055,17109
5824,1,7,5,5,2,1,1,0,17227,20568
5825,0,4,8,3,0,0,0,0,15525,16079
5826,0,2,12,4,0,0,0,0,14199,16214
5827,1,5,4,6,1,1,0,0,16610,17963
5828,0,1,6,2,0,0,0,0,14307,16295
5829,1,9,3,7,0,0,0,0,16646,18209
5830,0,4,10,8,1,0,1,0,15316,17001
5831,1,4,8,5,0,0,0,0,14834,16539
5832,1,6,4,2,1,1,0,0,16027,18775
5833,0,3,5,2,0,0,0,0,15631,18436
5834,0,4,9,4,1,1,0,0,15114,16890
5835,1,6,3,5,2,1,1,0,16929,19425
5836,1,10,9,12,1,1,0,0,17828,18635
5837,0,2,6,1,0,0,0,0,14062,17156
5838,1,5,5,4,1,1,0,0,15885,16411
5839,0,1,7,2,0,0,0,0,13976,16595
5840,1,8,6,14,0,0,0,0,16898,18746
5841,1,5,7,3,1,1,0,0,16535,19103
5842,0,7,3,9,0,0,0,0,16847,17476
5843,0,4,8,4,0,0,0,0,15937,18739
5844,0,1,12,1,0,0,0,0,13453,15565
5845,0,4,9,8,0,0,0,0,17071,17610
5846,0,4,7,2,0,0,0,0,16224,18247
5847,1,16,7,26,1,1,0,0,19776,17806
5848,1,9,1,13,1,1,0,0,17461,18412
5849,0,8,7,9,0,0,0,0,16355,17876
5850,1,7,2,7,2,1,1,0,17325,20228
5851,1,5,8,9,0,0,0,0,16391,17744
5852,1,4,4,5,1,0,1,1,16938,18241
5853,0,4,15,5,0,0,0,0,15316,15976
5854,0,1,7,0,0,0,0,0,12300,14201
5855,0,4,11,5,1,0,1,0,15373,16348
5856,0,1,3,2,0,0,0,0,15196,17168
5857,1,7,6,7,1,0,1,0,17184,16943
5858,1,4,6,8,0,0,0,0,16135,16458
5859,0,2,5,1,0,0,0,0,14658,16832
5860,1,4,6,5,0,0,0,0,15420,16822
5861,1,9,6,8,0,0,0,0,18130,19442
5862,1,1,3,1,1,1,0,0,15119,18281
5863,1,9,1,10,1,1,0,0,17101,18332
5864,1,5,4,4,0,0,0,0,15832,17807
5865,1,3,7,4,1,0,1,0,15088,16413
5866,1,3,3,3,0,0,0,0,16213,18235
5867,1,8,2,10,1,0,1,0,17300,19249
5868,1,8,6,4,0,0,0,0,16818,18842
5869,0,9,13,13,0,0,0,0,17163,17099
5870,1,4,5,4,1,0,1,0,15522,18317
5871,0,8,10,10,1,1,0,0,16991,17910
5872,1,9,7,10,0,0,0,0,17556,18073
5873,1,9,6,12,0,0,0,0,17359,18731
5874,0,12,11,10,0,0,0,0,18849,18593
5875,1,4,6,6,0,0,0,0,15260,17024
5876,1,9,4,10,0,0,0,0,18307,19026
5877,0,7,11,9,1,1,0,0,15363,15411
5878,0,7,9,8,0,0,0,0,17543,19187
5879,1,10,9,14,1,1,0,0,18513,17991
5880,1,6,8,5,0,0,0,0,15913,16789
5881,1,7,5,4,1,1,0,0,16605,18407
5882,0,9,9,13,1,1,0,0,17641,16803
5883,1,9,5,8,0,0,0,0,18564,19783
5884,1,4,4,3,0,0,0,0,15588,17603
5885,1,4,5,3,1,1,0,0,14722,16664
5886,0,7,7,10,0,0,0,0,16531,16364
5887,0,3,3,3,1,1,0,0,15471,17472
5888,1,7,5,7,1,0,1,0,17271,18144
5889,1,8,2,8,1,1,0,0,17351,19306
5890,0,2,6,2,1,0,1,0,14869,17895
5891,0,6,9,5,0,0,0,0,16534,17934
5892,1,6,10,4,1,0,1,0,16226,18754
5893,1,6,3,6,1,1,0,0,16847,19065
5894,1,8,11,9,0,0,0,0,16583,17229
5895,0,1,3,1,0,0,0,0,15573,18440
5896,1,10,9,6,0,0,0,0,17770,19036
5897,0,4,3,4,0,0,0,0,15850,18831
5898,1,1,4,1,0,0,0,0,13756,16900
5899,0,5,9,5,0,0,0,0,15192,16557
5900,1,9,4,11,1,0,1,0,17611,18414
5901,1,4,6,3,0,0,0,0,14796,17144
5902,1,8,0,8,2,1,1,0,18519,20004
5903,1,4,2,3,0,0,0,0,15750,18310
5904,0,7,11,4,0,0,0,0,15967,17259
5905,0,6,7,6,0,0,0,0,16777,18587
5906,1,8,5,11,0,0,0,0,17145,17795
5907,1,7,7,4,0,0,0,0,17309,19092
5908,1,10,9,9,1,1,0,0,19219,18673
5909,1,6,5,3,0,0,0,0,16164,18306
5910,0,7,7,9,1,1,0,0,17220,18678
5911,1,5,5,4,2,1,1,0,14527,17128
5912,0,2,3,2,1,0,1,0,14355,17580
5913,1,10,3,11,1,0,1,0,18672,19616
5914,1,5,6,4,0,0,0,0,16481,18268
5915,0,7,6,10,0,0,0,1,18376,17877
5916,0,2,12,3,0,0,0,0,13899,15844
5917,1,5,5,7,1,1,0,0,16345,17851
5918,1,7,5,14,1,1,0,0,17964,18073
5919,0,1,1,0,0,0,0,0,14591,17823
5920,1,4,4,5,2,1,1,0,16486,18617
5921,1,6,2,4,0,0,0,0,16636,18741
5922,1,4,3,4,0,0,0,0,17585,19376
5923,0,3,9,5,1,1,0,0,16233,17101
5924,0,8,12,9,0,0,0,0,16830,17100
5925,1,9,6,8,1,0,1,1,19257,18701
5926,1,5,2,5,0,0,0,0,16977,18682
5927,1,4,3,2,2,1,1,0,15517,17441
5928,0,12,7,13,2,1,1,0,17810,16753
5929,0,5,5,9,0,0,0,0,15454,16466
5930,1,12,1,10,1,1,0,0,18048,19291
5931,0,7,6,7,1,1,0,0,16938,18493
5932,1,9,4,14,0,0,0,0,18587,19265
5933,1,2,10,1,0,0,0,0,13711,15114
5934,1,6,1,9,0,0,0,0,17687,18128
5935,0,6,3,6,1,0,1,0,17170,18330
5936,0,7,6,7,0,0,0,0,17055,19405
5937,0,9,6,10,0,0,0,0,16760,16804
5938,0,5,13,4,1,1,0,0,15680,18107
5939,0,4,9,3,0,0,0,0,13670,15417
5940,1,14,8,17,1,1,0,0,20305,19846
5941,1,5,6,7,1,1,0,0,16209,18162
5942,1,13,8,17,2,1,1,1,20860,19749
5943,0,4,4,6,1,0,1,0,16180,17769
5944,1,8,3,8,0,0,0,0,17608,18800
5945,0,9,11,8,1,1,0,0,17248,16433
5946,1,6,4,6,0,0,0,0,17025,18219
5947,0,3,8,8,0,0,0,0,14451,16229
5948,0,8,7,9,0,0,0,0,17169,17752
5949,0,6,6,7,2,1,1,0,15908,18702
5950,1,2,8,3,0,0,0,0,14948,17592
5951,0,8,12,14,0,0,0,0,16941,17520
5952,1,9,10,7,1,1,0,0,18410,18561
5953,0,5,6,3,1,1,0,0,15288,18328
5954,0,1,6,0,0,0,0,0,13446,15362
5955,1,8,5,11,1,0,1,1,18802,17609
5956,1,5,2,6,0,0,0,0,16398,17792
5957,0,4,4,4,0,0,0,0,15778,18381
5958,0,3,3,1,0,0,0,0,14634,18284
5959,1,2,9,3,0,0,0,0,14269,15867
5960,0,6,8,11,1,1,0,0,16031,17016
5961,0,3,8,3,0,0,0,0,13817,14829
5962,0,5,11,5,1,1,0,0,16280,17350
5963,1,3,8,5,0,0,0,0,14823,17193
5964,1,9,9,7,0,0,0,0,17174,18159
5965,1,8,4,8,1,0,1,0,17349,19375
5966,0,1,5,2,1,0,1,0,13235,15728
5967,0,6,10,8,0,0,0,0,16231,16805
5968,1,4,5,3,2,1,1,0,15255,18352
5969,1,2,5,1,0,0,0,0,15337,18920
5970,1,9,6,9,0,0,0,0,18050,17022
5971,1,4,2,4,1,1,0,0,15730,18012
5972,0,2,3,3,0,0,0,0,14752,17798
5973,1,9,5,10,0,0,0,0,17578,19495
5974,1,5,6,3,1,1,0,0,15397,17110
5975,0,8,6,10,1,0,1,0,17012,17507
5976,1,2,2,1,1,0,1,0,14886,18605
5977,1,12,7,14,2,1,1,0,19592,19231
5978,0,7,9,6,0,0,0,0,17550,18791
5979,1,7,6,6,0,0,0,0,17106,17550
5980,0,8,7,9,1,0,1,0,17977,18586
5981,1,6,2,5,1,1,0,0,16953,19642
5982,0,2,10,2,0,0,0,0,13550,15932
5983,0,4,11,7,0,0,0,0,15224,16862
5984,1,9,3,9,1,1,0,0,18582,19702
5985,1,15,3,12,1,0,1,0,21202,21701
5986,0,7,5,3,2,1,1,0,16066,17944
5987,1,9,6,11,1,1,0,0,18077,17869
5988,0,3,3,6,1,1,0,0,16042,19220
5989,1,4,4,7,0,0,0,0,14781,16316
5990,0,7,11,4,1,0,1,0,15904,15750
5991,1,4,5,5,0,0,0,0,15281,16663
5992,0,4,8,7,0,0,0,0,14795,16491
5993,1,3,7,3,0,0,0,0,15065,17306
5994,1,9,5,18,2,1,1,1,19011,17878
5995,0,6,4,3,0,0,0,0,16366,18102
5996,1,7,9,5,0,0,0,0,16709,19029
5997,1,5,4,2,1,0,1,0,15798,18818
5998,1,5,3,5,1,1,0,0,15239,18919
5999,1,8,6,11,1,1,0,0,17287,18312
6000,1,3,5,5,0,0,0,0,14788,16201
6001,1,7,5,7,1,1,0,0,16736,18814
6002,0,7,9,8,1,1,0,0,16876,17943
6003,0,4,8,6,1,1,0,0,14563,15835
6004,0,3,5,5,0,0,0,0,15912,16609
6005,0,5,5,9,1,0,1,0,16624,18064
6006,1,10,7,9,1,1,0,1,19018,19294
6007,1,6,7,6,0,0,0,0,16682,19047
6008,0,6,4,8,2,1,1,0,17249,18964
6009,1,4,6,3,0,0,0,0,15727,18903
6010,0,4,6,3,0,0,0,0,14962,18176
6011,0,6,2,7,1,1,0,0,17390,19841
6012,1,7,10,8,1,1,0,0,16632,17520
6013,1,5,3,5,1,1,0,0,16706,17948
6014,0,2,1,3,0,0,0,0,14969,16983
6015,1,4,5,5,2,1,1,0,16630,19373
6016,0,7,11,11,0,0,0,0,17037,18710
6017,0,7,2,3,0,0,0,0,16729,19694
6018,1,5,5,6,0,0,0,0,16281,17527
6019,1,6,4,11,0,0,0,0,16375,18060
6020,1,7,4,4,1,1,0,0,16849,20518
6021,1,10,2,16,1,0,1,0,18195,19078
6022,1,4,7,2,0,0,0,0,15825,18247
6023,1,11,7,8,0,0,0,0,18483,19419
6024,0,10,6,14,0,0,0,0,18270,18940
6025,0,9,6,11,0,0,0,0,17372,17545
6026,1,11,4,13,0,0,0,0,19582,19381
6027,1,5,4,3,0,0,0,0,16823,19226
6028,1,9,4,9,2,1,1,0,18264,20134
6029,0,3,10,2,0,0,0,0,15142,16713
6030,0,5,8,4,1,1,0,0,16396,18166
6031,1,4,7,3,0,0,0,0,15434,18097
6032,1,6,3,7,1,1,0,1,18564,18738
6033,0,8,6,9,0,0,0,0,17304,19455
6034,0,8,5,5,0,0,0,0,17785,19422
6035,1,8,4,11,0,0,0,0,17299,17445
6036,0,7,11,4,0,0,0,0,15528,17206
6037,0,6,5,10,0,0,0,0,16532,16932
6038,0,6,4,7,1,1,0,0,16279,18119
6039,1,11,5,10,1,1,0,0,19245,20286
6040,1,1,5,1,0,0,0,0,14998,17794
6041,1,6,7,5,1,1,0,0,15391,16901
6042,0,11,8,10,0,0,0,0,18459,17481
6043,0,4,7,5,0,0,0,0,15535,18068
6044,1,6,1,9,0,0,0,0,17226,19043
6045,1,5,6,6,1,0,1,0,15743,16662
6046,0,2,5,0,0,0,0,0,14659,16878
6047,0,7,10,14,1,0,1,0,15674,16123
6048,1,13,1,14,0,0,0,1,20699,19768
6049,0,10,3,9,1,1,0,0,17631,18612
6050,1,5,5,3,1,1,0,0,16282,19492
6051,0,3,7,3,2,1,1,0,14249,16596
6052,0,12,11,10,1,1,0,0,18159,18557
6053,0,6,8,9,1,1,0,0,15666,16073
6054,0,1,8,1,0,0,0,0,13305,15657
6055,1,6,3,5,1,1,0,0,16563,18392
6056,1,11,4,4,1,1,0,0,18339,18855
6057,1,11,8,11,0,0,0,0,17666,16963
6058,0,4,9,7,1,1,0,0,15315,17674
6059,1,12,5,13,0,0,0,0,18628,18625
6060,1,7,3,7,1,1,0,0,17342,18792
6061,0,7,8,7,0,0,0,1,18000,17798
6062,1,3,4,2,1,0,1,0,15318,17968
6063,1,9,5,9,1,0,1,0,17795,19812
6064,0,6,8,5,0,0,0,0,16351,18380
6065,0,4,5,2,1,1,0,0,14842,17067
6066,1,2,3,6,0,0,0,0,15439,18214
6067,1,9,6,5,1,0,1,0,16994,19700
6068,0,7,7,15,0,0,0,0,16250,17026
6069,0,2,12,2,0,0,0,0,14789,16856
6070,1,3,4,2,0,0,0,0,14830,16901
6071,0,1,7,1,0,0,0,0,14252,16567
6072,0,6,13,5,1,1,0,0,17300,18747
6073,0,10,12,6,1,1,0,0,17391,18031
6074,0,5,10,5,0,0,0,0,15600,16412
6075,1,8,4,7,1,1,0,0,16134,16880
6076,1,11,4,11,0,0,0,0,18470,19952
6077,0,3,6,1,1,1,0,0,15298,17728
6078,1,5,3,7,1,1,0,0,15849,17178
6079,1,5,7,10,1,0,1,0,15793,16329
6080,1,1,2,1,1,1,0,0,14392,17199
6081,0,6,4,6,0,0,0,0,15508,17029
6082,1,2,8,2,1,1,0,0,15467,18928
6083,1,14,9,16,1,1,0,0,19904,18106
6084,1,9,10,7,0,0,0,0,17206,16783
6085,0,7,7,11,0,0,0,0,16600,18623
6086,1,5,6,5,1,1,0,0,16154,18329
6087,0,5,7,12,1,1,0,0,15218,16410
6088,1,5,7,5,1,0,1,0,15135,17507
6089,0,3,6,1,0,0,0,0,14980,17697
6090,1,7,4,5,1,1,0,0,16283,19282
6091,1,3,2,3,0,0,0,0,14706,15747
6092,0,12,5,14,1,1,0,0,18508,18693
6093,0,5,6,7,1,0,1,1,18324,18932
6094,0,4,13,2,0,0,0,0,14969,16183
6095,1,4,3,1,1,1,0,0,15116,18375
6096,0,5,5,2,0,0,0,0,15752,18629
6097,0,10,3,14,1,0,1,0,19056,18501
6098,0,5,4,7,1,1,0,0,16412,18935
6099,1,8,4,9,1,1,0,0,17773,19376
6100,0,3,5,4,0,0,0,0,14710,16797
6101,0,8,9,9,0,0,0,0,17543,18113
6102,1,6,4,3,1,1,0,0,15981,18320
6103,0,8,8,3,1,0,1,0,17570,19555
6104,0,3,7,2,1,1,0,0,14505,17362
6105,0,5,7,5,1,0,1,1,17618,19203
6106,1,11,10,17,1,1,0,0,18858,19797
6107,0,4,9,8,0,0,0,0,15400,16910
6108,1,8,5,13,1,1,0,0,17355,17548
6109,0,5,3,5,0,0,0,0,15999,18110
6110,1,8,6,9,0,0,0,0,18262,19248
6111,0,6,7,4,1,1,0,0,15514,17211
6112,1,9,3,11,0,0,0,0,16678,17929
6113,0,6,5,8,1,1,0,0,16660,17964
6114,1,8,2,15,1,1,0,0,17392,18794
6115,1,7,3,7,1,1,0,0,16674,18431
6116,0,5,9,4,1,1,0,0,15703,17235
6117,1,5,0,4,1,1,0,0,16797,19788
6118,1,7,8,8,2,1,1,0,17606,17803
6119,1,6,9,7,0,0,0,0,15993,18112
6120,1,7,5,7,0,0,0,0,16622,18996
6121,0,6,4,6,0,0,0,0,15807,17244
6122,1,9,6,12,1,1,0,0,18555,19740
6123,1,10,2,8,2,1,1,0,18826,19835
6124,0,4,8,3,0,0,0,0,14787,16543
6125,1,8,6,12,0,0,0,0,18675,20603
6126,1,7,5,7,1,1,0,0,17106,18424
6127,1,6,7,4,0,0,0,0,16956,19155
6128,0,2,9,1,0,0,0,0,13879,15363
6129,1,4,3,6,1,0,1,0,15164,17014
6130,1,6,2,4,0,0,0,0,16849,19849
6131,1,6,8,6,1,0,1,1,16914,16785
6132,0,7,7,10,1,1,0,0,16728,17494
6133,1,8,6,9,0,0,0,0,16694,17192
6134,0,5,6,6,1,1,0,0,15826,17837
6135,0,5,13,6,1,1,0,0,15558,16462
6136,0,4,6,4,0,0,0,0,14053,16510
6137,0,14,11,14,0,0,0,0,20887,18795
6138,1,4,6,3,1,1,0,0,15373,16354
6139,1,8,4,6,1,0,1,0,17522,18612
6140,1,9,7,15,1,1,0,0,17088,17650
6141,0,6,6,4,0,0,0,0,16968,18303
6142,1,10,5,10,0,0,0,0,17987,19698
6143,1,6,7,8,1,1,0,0,16871,17798
6144,1,11,4,13,1,1,0,0,19035,19600
6145,0,2,9,1,0,0,0,0,13380,14784
6146,1,3,3,4,0,0,0,0,15834,18253
6147,0,5,7,3,0,0,0,0,15209,16799
6148,1,3,2,6,1,1,0,0,16426,18180
6149,0,4,11,4,0,0,0,0,15358,17610
6150,0,6,7,2,0,0,0,0,15894,16813
6151,1,2,2,1,1,1,0,0,14092,16918
6152,1,10,2,18,1,1,0,0,17559,17788
6153,0,2,4,3,0,0,0,0,15847,17815
6154,0,3,9,4,1,1,0,0,15280,16614
6155,0,6,9,6,0,0,0,0,18187,18454
6156,0,5,5,4,1,0,1,0,15509,17265
6157,1,6,3,7,1,1,0,0,16319,18982
6158,0,4,9,4,1,1,0,0,14588,15647
6159,1,8,10,8,0,0,0,0,16748,16907
6160,1,6,6,8,2,1,1,0,16516,17456
6161,0,7,4,10,2,1,1,0,17256,18265
6162,0,7,7,6,1,1,0,0,16396,18419
6163,0,4,13,3,0,0,0,0,14539,16271
6164,1,3,4,4,1,1,0,0,14657,17306
6165,0,10,13,5,1,1,0,0,18656,19253
6166,0,5,7,6,1,1,0,1,16609,16960
6167,0,4,8,7,1,1,0,0,15299,16493
6168,1,6,3,5,1,1,0,0,16942,18645
6169,0,6,3,3,0,0,0,0,15365,16848
6170,0,8,10,11,0,0,0,0,16052,15330
6171,1,7,7,4,0,0,0,0,16875,18652
6172,1,6,2,10,1,1,0,0,16623,18555
6173,1,8,6,11,2,1,1,0,16813,18065
6174,0,7,12,8,1,1,0,0,16763,17386
6175,0,5,16,2,0,0,0,0,14603,15446
6176,1,10,4,11,1,1,0,0,18005,19501
6177,1,5,9,4,0,0,0,0,15274,17169
6178,0,1,2,1,1,1,0,0,15216,18663
6179,1,8,3,10,1,1,0,0,17756,18394
6180,1,6,6,6,1,1,0,0,17476,18428
6181,0,9,3,14,0,0,0,0,18017,18434
6182,0,6,5,2,1,1,0,0,15531,17915
6183,0,4,8,5,0,0,0,0,14799,16562
6184,1,10,4,9,1,1,0,0,18009,19630
6185,0,5,8,7,0,0,0,0,16265,17407
6186,0,4,4,2,0,0,0,0,15023,17293
6187,0,9,8,12,0,0,0,0,17083,17538
6188,0,5,10,5,0,0,0,0,15954,16521
6189,0,6,8,5,0,0,0,0,16892,18225
6190,1,1,2,1,1,0,1,0,14583,17525
6191,0,6,7,10,0,0,0,0,16802,17626
6192,0,8,9,8,0,0,0,0,16957,17005
6193,0,5,6,5,2,1,1,0,15817,17992
6194,0,5,11,5,0,0,0,0,17219,18160
6195,0,4,7,5,1,1,0,0,15424,17357
6196,1,8,8,9,1,0,1,0,16502,17726
6197,0,5,10,5,0,0,0,0,16324,17213
6198,0,2,4,0,0,0,0,0,14532,17477
6199,0,4,5,2,1,0,1,0,14644,17550
6200,0,5,7,3,1,0,1,0,16616,18633
6201,0,1,4,1,0,0,0,0,14754,16591
6202,0,2,7,2,0,0,0,0,14242,17184
6203,1,8,2,15,0,0,0,0,17083,18346
6204,1,10,3,13,1,1,0,1,19716,20456
6205,1,10,4,13,1,1,0,0,18401,20273
6206,0,7,9,6,2,1,1,0,17359,18754
6207,1,7,6,4,1,1,0,1,17742,18795
6208,1,2,4,1,1,1,0,0,14431,17984
6209,1,9,3,9,0,0,0,0,18125,21102
6210,1,6,8,6,0,0,0,0,17210,18131
6211,0,6,8,8,0,0,0,0,15697,16449
6212,1,3,8,5,2,1,1,0,14591,15636
6213,0,4,7,5,0,0,0,0,14488,16390
6214,1,9,6,12,0,0,0,0,18869,18526
6215,0,6,5,4,0,0,0,0,16682,18272
6216,0,7,13,6,0,0,0,0,15898,14230
6217,0,6,10,2,0,0,0,0,15485,17335
6218,0,7,8,4,0,0,0,0,16667,18874
6219,0,5,6,6,0,0,0,0,16182,17509
6220,0,5,5,5,1,0,1,0,16574,19529
6221,0,3,11,3,0,0,0,0,14595,15064
6222,0,9,4,13,0,0,0,0,18856,19293
6223,0,3,10,5,0,0,0,0,14826,16636
6224,0,6,6,6,0,0,0,0,16237,18980
6225,1,8,5,6,2,1,1,1,18731,18165
6226,1,5,5,2,2,1,1,0,15443,18156
6227,1,6,6,8,1,1,0,0,16820,17746
6228,0,1,3,1,1,1,0,0,14997,17630
6229,1,7,8,3,1,0,1,0,16653,17618
6230,0,9,2,9,1,0,1,0,17781,19251
6231,1,9,2,18,1,1,0,0,17936,18452
6232,1,3,3,3,1,1,0,0,16769,19760
6233,0,7,6,6,0,0,0,0,16714,19411
6234,0,1,12,1,0,0,0,0,13517,15501
6235,1,5,5,1,0,0,0,0,15514,18750
